Date,Machine,Units_Produced,Defective_Units,Quality_Rate
2025-04-10,Tour industriel,851,70,91.77
2025-04-10,Fraiseuse industrielle,924,66,92.86
2025-04-10,Perceuse a colonne,881,49,94.44
2025-04-10,Presse hydraulique,856,39,95.44
2025-04-10,Presse mecanique,843,21,97.51
2025-04-10,Machine de decoupe laser,849,18,97.88
2025-04-10,Machine de decoupe plasma,840,55,93.45
2025-04-10,Machine de soudage robotisee,823,65,92.1
2025-04-10,Robot assemblage,803,54,93.28
2025-04-10,Machine de moulage par injection,798,51,93.61
2025-04-10,Machine extrusion,809,40,95.06
2025-04-10,Machine de pliage,840,44,94.76
2025-04-10,Machine de polissage,929,21,97.74
2025-04-10,Machine de peinture industrielle,919,57,93.8
2025-04-10,Machine emballage,928,55,94.07
2025-04-10,Etiqueteuse automatique,968,55,94.32
2025-04-10,Convoyeur industriel,1042,55,94.72
2025-04-10,Machine de controle qualite par vision,1092,70,93.59
2025-04-10,Machine de palettisation automatique,1105,55,95.02
2025-04-11,Machine CNC,850,75,91.18
2025-04-11,Tour industriel,839,69,91.78
2025-04-11,Fraiseuse industrielle,835,58,93.05
2025-04-11,Perceuse a colonne,850,42,95.06
2025-04-11,Presse hydraulique,843,27,96.8
2025-04-11,Presse mecanique,803,16,98.01
2025-04-11,Machine de decoupe laser,809,16,98.02
2025-04-11,Machine de decoupe plasma,773,55,92.88
2025-04-11,Machine de soudage robotisee,775,60,92.26
2025-04-11,Robot assemblage,810,56,93.09
2025-04-11,Machine de moulage par injection,766,51,93.34
2025-04-11,Machine extrusion,794,39,95.09
2025-04-11,Machine de pliage,855,28,96.73
2025-04-11,Machine de polissage,819,22,97.31
2025-04-11,Machine de peinture industrielle,953,63,93.39
2025-04-11,Machine emballage,943,58,93.85
2025-04-11,Etiqueteuse automatique,1062,56,94.73
2025-04-11,Convoyeur industriel,998,59,94.09
2025-04-11,Machine de controle qualite par vision,1046,56,94.65
2025-04-11,Machine de palettisation automatique,1122,54,95.19
2025-04-12,Machine CNC,782,71,90.92
2025-04-12,Tour industriel,773,65,91.59
2025-04-12,Fraiseuse industrielle,832,59,92.91
2025-04-12,Perceuse a colonne,817,46,94.37
2025-04-12,Presse hydraulique,790,32,95.95
2025-04-12,Presse mecanique,812,21,97.41
2025-04-12,Machine de decoupe laser,735,14,98.1
2025-04-12,Machine de decoupe plasma,785,56,92.87
2025-04-12,Machine de soudage robotisee,787,58,92.63
2025-04-12,Robot assemblage,788,61,92.26
2025-04-12,Machine de moulage par injection,842,57,93.23
2025-04-12,Machine extrusion,812,44,94.58
2025-04-12,Machine de pliage,888,37,95.83
2025-04-12,Machine de polissage,919,19,97.93
2025-04-12,Machine de peinture industrielle,947,61,93.56
2025-04-12,Machine emballage,1044,70,93.3
2025-04-12,Etiqueteuse automatique,1034,75,92.75
2025-04-12,Convoyeur industriel,1096,69,93.7
2025-04-12,Machine de controle qualite par vision,1120,65,94.2
2025-04-12,Machine de palettisation automatique,1121,53,95.27
2025-04-13,Machine CNC,725,64,91.17
2025-04-13,Tour industriel,786,71,90.97
2025-04-13,Fraiseuse industrielle,845,64,92.43
2025-04-13,Perceuse a colonne,719,37,94.85
2025-04-13,Presse hydraulique,770,31,95.97
2025-04-13,Presse mecanique,761,23,96.98
2025-04-13,Machine de decoupe laser,791,17,97.85
2025-04-13,Machine de decoupe plasma,818,59,92.79
2025-04-13,Machine de soudage robotisee,826,63,92.37
2025-04-13,Robot assemblage,816,58,92.89
2025-04-13,Machine de moulage par injection,889,57,93.59
2025-04-13,Machine extrusion,894,46,94.85
2025-04-13,Machine de pliage,894,35,96.09
2025-04-13,Machine de polissage,985,24,97.56
2025-04-13,Machine de peinture industrielle,959,64,93.33
2025-04-13,Machine emballage,996,61,93.88
2025-04-13,Etiqueteuse automatique,1056,59,94.41
2025-04-13,Convoyeur industriel,1028,69,93.29
2025-04-13,Machine de controle qualite par vision,1066,63,94.09
2025-04-13,Machine de palettisation automatique,1108,47,95.76
2025-04-14,Machine CNC,746,71,90.48
2025-04-14,Tour industriel,712,58,91.85
2025-04-14,Fraiseuse industrielle,719,52,92.77
2025-04-14,Perceuse a colonne,754,32,95.76
2025-04-14,Presse hydraulique,787,32,95.93
2025-04-14,Presse mecanique,798,24,96.99
2025-04-14,Machine de decoupe laser,815,26,96.81
2025-04-14,Machine de decoupe plasma,853,63,92.61
2025-04-14,Machine de soudage robotisee,876,68,92.24
2025-04-14,Robot assemblage,879,65,92.61
2025-04-14,Machine de moulage par injection,864,50,94.21
2025-04-14,Machine extrusion,933,50,94.64
2025-04-14,Machine de pliage,925,38,95.89
2025-04-14,Machine de polissage,904,26,97.12
2025-04-14,Machine de peinture industrielle,966,58,94.0
2025-04-14,Machine emballage,932,54,94.21
2025-04-14,Etiqueteuse automatique,972,52,94.65
2025-04-14,Convoyeur industriel,992,69,93.04
2025-04-14,Machine de controle qualite par vision,1064,59,94.45
2025-04-14,Machine de palettisation automatique,1004,50,95.02
2025-04-15,Machine CNC,816,72,91.18
2025-04-15,Tour industriel,746,56,92.49
2025-04-15,Fraiseuse industrielle,820,57,93.05
2025-04-15,Perceuse a colonne,809,43,94.68
2025-04-15,Presse hydraulique,831,22,97.35
2025-04-15,Presse mecanique,892,25,97.2
2025-04-15,Machine de decoupe laser,901,21,97.67
2025-04-15,Machine de decoupe plasma,848,65,92.33
2025-04-15,Machine de soudage robotisee,895,70,92.18
2025-04-15,Robot assemblage,878,59,93.28
2025-04-15,Machine de moulage par injection,892,44,95.07
2025-04-15,Machine extrusion,929,46,95.05
2025-04-15,Machine de pliage,918,31,96.62
2025-04-15,Machine de polissage,904,20,97.79
2025-04-15,Machine de peinture industrielle,900,55,93.89
2025-04-15,Machine emballage,926,56,93.95
2025-04-15,Etiqueteuse automatique,961,58,93.96
2025-04-15,Convoyeur industriel,1001,62,93.81
2025-04-15,Machine de controle qualite par vision,998,67,93.29
2025-04-15,Machine de palettisation automatique,1060,55,94.81
2025-04-16,Machine CNC,772,71,90.8
2025-04-16,Tour industriel,797,67,91.59
2025-04-16,Fraiseuse industrielle,839,44,94.76
2025-04-16,Perceuse a colonne,878,34,96.13
2025-04-16,Presse hydraulique,867,35,95.96
2025-04-16,Presse mecanique,902,28,96.9
2025-04-16,Machine de decoupe laser,865,18,97.92
2025-04-16,Machine de decoupe plasma,834,71,91.49
2025-04-16,Machine de soudage robotisee,883,64,92.75
2025-04-16,Robot assemblage,840,60,92.86
2025-04-16,Machine de moulage par injection,808,52,93.56
2025-04-16,Machine extrusion,846,33,96.1
2025-04-16,Machine de pliage,858,29,96.62
2025-04-16,Machine de polissage,858,18,97.9
2025-04-16,Machine de peinture industrielle,869,54,93.79
2025-04-16,Machine emballage,909,53,94.17
2025-04-16,Etiqueteuse automatique,1005,62,93.83
2025-04-16,Convoyeur industriel,1059,68,93.58
2025-04-16,Machine de controle qualite par vision,1063,58,94.54
2025-04-16,Machine de palettisation automatique,1092,56,94.87
2025-04-17,Machine CNC,829,76,90.83
2025-04-17,Tour industriel,840,66,92.14
2025-04-17,Fraiseuse industrielle,884,57,93.55
2025-04-17,Perceuse a colonne,834,38,95.44
2025-04-17,Presse hydraulique,883,24,97.28
2025-04-17,Presse mecanique,840,18,97.86
2025-04-17,Machine de decoupe laser,868,25,97.12
2025-04-17,Machine de decoupe plasma,810,68,91.6
2025-04-17,Machine de soudage robotisee,817,68,91.68
2025-04-17,Robot assemblage,790,60,92.41
2025-04-17,Machine de moulage par injection,771,46,94.03
2025-04-17,Machine extrusion,780,41,94.74
2025-04-17,Machine de pliage,850,24,97.18
2025-04-17,Machine de polissage,817,13,98.41
2025-04-17,Machine de peinture industrielle,892,58,93.5
2025-04-17,Machine emballage,943,65,93.11
2025-04-17,Etiqueteuse automatique,981,67,93.17
2025-04-17,Convoyeur industriel,1078,63,94.16
2025-04-17,Machine de controle qualite par vision,1112,64,94.24
2025-04-17,Machine de palettisation automatique,1159,47,95.94
2025-04-18,Machine CNC,824,70,91.5
2025-04-18,Tour industriel,839,70,91.66
2025-04-18,Fraiseuse industrielle,837,43,94.86
2025-04-18,Perceuse a colonne,848,39,95.4
2025-04-18,Presse hydraulique,833,24,97.12
2025-04-18,Presse mecanique,841,31,96.31
2025-04-18,Machine de decoupe laser,858,14,98.37
2025-04-18,Machine de decoupe plasma,784,67,91.45
2025-04-18,Machine de soudage robotisee,765,56,92.68
2025-04-18,Robot assemblage,772,67,91.32
2025-04-18,Machine de moulage par injection,813,49,93.97
2025-04-18,Machine extrusion,835,39,95.33
2025-04-18,Machine de pliage,874,26,97.03
2025-04-18,Machine de polissage,859,18,97.9
2025-04-18,Machine de peinture industrielle,936,59,93.7
2025-04-18,Machine emballage,970,62,93.61
2025-04-18,Etiqueteuse automatique,993,70,92.95
2025-04-18,Convoyeur industriel,1070,73,93.18
2025-04-18,Machine de controle qualite par vision,1091,73,93.31
2025-04-18,Machine de palettisation automatique,1159,48,95.86
2025-04-19,Machine CNC,801,64,92.01
2025-04-19,Tour industriel,853,59,93.08
2025-04-19,Fraiseuse industrielle,NaN,47,94.05
2025-04-19,Perceuse a colonne,775,35,95.48
2025-04-19,Presse hydraulique,736,24,96.74
2025-04-19,Presse mecanique,788,21,97.34
2025-04-19,Machine de decoupe laser,790,22,97.22
2025-04-19,Machine de decoupe plasma,781,65,91.68
2025-04-19,Machine de soudage robotisee,807,68,91.57
2025-04-19,Robot assemblage,798,66,91.73
2025-04-19,Machine de moulage par injection,833,47,94.36
2025-04-19,Machine extrusion,925,37,96.0
2025-04-19,Machine de pliage,934,32,96.57
2025-04-19,Machine de polissage,925,21,97.73
2025-04-19,Machine de peinture industrielle,1006,63,93.74
2025-04-19,Machine emballage,1002,62,93.81
2025-04-19,Etiqueteuse automatique,1066,67,93.71
2025-04-19,Convoyeur industriel,1100,67,NaN
2025-04-19,Machine de controle qualite par vision,1084,57,94.74
2025-04-19,Machine de palettisation automatique,1160,49,95.78
2025-04-20,Machine CNC,795,66,91.7
2025-04-20,Tour industriel,769,61,92.07
2025-04-20,Fraiseuse industrielle,778,48,93.83
2025-04-20,Perceuse a colonne,758,31,95.91
2025-04-20,Presse hydraulique,799,28,96.5
2025-04-20,Presse mecanique,NaN,26,96.51
2025-04-20,Machine de decoupe laser,763,22,97.12
2025-04-20,Machine de decoupe plasma,798,65,91.85
2025-04-20,Machine de soudage robotisee,864,79,90.86
2025-04-20,Robot assemblage,835,59,92.93
2025-04-20,Machine de moulage par injection,902,52,94.24
2025-04-20,Machine extrusion,894,37,95.86
2025-04-20,Machine de pliage,907,24,97.35
2025-04-20,Machine de polissage,921,11,98.81
2025-04-20,Machine de peinture industrielle,928,57,93.86
2025-04-20,Machine emballage,987,71,92.81
2025-04-20,Etiqueteuse automatique,1010,64,NaN
2025-04-20,Convoyeur industriel,1062,70,93.41
2025-04-20,Machine de controle qualite par vision,1026,56,94.54
2025-04-20,Machine de palettisation automatique,1083,43,96.03
2025-04-21,Machine CNC,720,74,89.72
2025-04-21,Tour industriel,751,56,92.54
2025-04-21,Fraiseuse industrielle,781,43,94.49
2025-04-21,Perceuse a colonne,803,32,96.01
2025-04-21,Presse hydraulique,807,22,97.27
2025-04-21,Presse mecanique,830,23,97.23
2025-04-21,Machine de decoupe laser,846,26,96.93
2025-04-21,Machine de decoupe plasma,813,64,92.13
2025-04-21,Machine de soudage robotisee,903,73,91.92
2025-04-21,Robot assemblage,844,54,93.6
2025-04-21,Machine de moulage par injection,884,47,94.68
2025-04-21,Machine extrusion,876,43,95.09
2025-04-21,Machine de pliage,953,25,97.38
2025-04-21,Machine de polissage,922,NaN,98.92
2025-04-21,Machine de peinture industrielle,953,63,93.39
2025-04-21,Machine emballage,957,59,93.83
2025-04-21,Etiqueteuse automatique,1013,77,92.4
2025-04-21,Convoyeur industriel,979,60,93.87
2025-04-21,Machine de controle qualite par vision,1050,62,94.1
2025-04-21,Machine de palettisation automatique,1070,38,96.45
2025-04-22,Machine CNC,743,65,91.25
2025-04-22,Tour industriel,723,52,92.81
2025-04-22,Fraiseuse industrielle,802,47,94.14
2025-04-22,Perceuse a colonne,831,36,95.67
2025-04-22,Presse hydraulique,820,27,96.71
2025-04-22,Presse mecanique,832,25,97.0
2025-04-22,Machine de decoupe laser,854,22,97.42
2025-04-22,Machine de decoupe plasma,858,68,92.07
2025-04-22,Machine de soudage robotisee,862,69,92.0
2025-04-22,Robot assemblage,908,61,93.28
2025-04-22,Machine de moulage par injection,888,52,94.14
2025-04-22,Machine extrusion,868,38,95.62
2025-04-22,Machine de pliage,884,25,97.17
2025-04-22,Machine de polissage,895,22,97.54
2025-04-22,Machine de peinture industrielle,891,60,93.27
2025-04-22,Machine emballage,907,65,92.83
2025-04-22,Etiqueteuse automatique,932,64,93.13
2025-04-22,Convoyeur industriel,974,65,93.33
2025-04-22,Machine de controle qualite par vision,1035,63,93.91
2025-04-22,Machine de palettisation automatique,1095,40,96.35
2025-04-23,Machine CNC,802,73,90.9
2025-04-23,Tour industriel,770,49,93.64
2025-04-23,Fraiseuse industrielle,836,35,95.81
2025-04-23,Perceuse a colonne,807,38,95.29
2025-04-23,Presse hydraulique,858,29,96.62
2025-04-23,Presse mecanique,860,31,96.4
2025-04-23,Machine de decoupe laser,877,30,96.58
2025-04-23,Machine de decoupe plasma,868,75,91.36
2025-04-23,Machine de soudage robotisee,827,58,92.99
2025-04-23,Robot assemblage,872,56,93.58
2025-04-23,Machine de moulage par injection,823,45,94.53
2025-04-23,Machine extrusion,864,38,95.6
2025-04-23,Machine de pliage,885,24,97.29
2025-04-23,Machine de polissage,878,16,98.18
2025-04-23,Machine de peinture industrielle,892,67,92.49
2025-04-23,Machine emballage,955,73,92.36
2025-04-23,Etiqueteuse automatique,972,66,93.21
2025-04-23,Convoyeur industriel,1003,70,93.02
2025-04-23,Machine de controle qualite par vision,1117,59,94.72
2025-04-23,Machine de palettisation automatique,1112,43,96.13
2025-04-24,Machine CNC,789,66,91.63
2025-04-24,Tour industriel,885,58,93.45
2025-04-24,Fraiseuse industrielle,845,45,94.67
2025-04-24,Perceuse a colonne,876,41,95.32
2025-04-24,Presse hydraulique,886,36,95.94
2025-04-24,Presse mecanique,811,30,96.3
2025-04-24,Machine de decoupe laser,762,27,96.46
2025-04-24,Machine de decoupe plasma,788,69,91.24
2025-04-24,Machine de soudage robotisee,774,63,91.86
2025-04-24,Robot assemblage,785,54,93.12
2025-04-24,Machine de moulage par injection,827,44,94.68
2025-04-24,Machine extrusion,803,29,96.39
2025-04-24,Machine de pliage,856,24,97.2
2025-04-24,Machine de polissage,838,9,98.93
2025-04-24,Machine de peinture industrielle,873,62,92.9
2025-04-24,Machine emballage,906,65,92.83
2025-04-24,Etiqueteuse automatique,986,73,92.6
2025-04-24,Convoyeur industriel,1089,73,93.3
2025-04-24,Machine de controle qualite par vision,1139,60,94.73
2025-04-24,Machine de palettisation automatique,1166,38,96.74
2025-04-25,Machine CNC,780,66,91.54
2025-04-25,Tour industriel,807,53,93.43
2025-04-25,Fraiseuse industrielle,848,42,95.05
2025-04-25,Perceuse a colonne,814,31,96.19
2025-04-25,Presse hydraulique,795,25,96.86
2025-04-25,Presse mecanique,803,22,97.26
2025-04-25,Machine de decoupe laser,741,27,96.36
2025-04-25,Machine de decoupe plasma,774,63,91.86
2025-04-25,Machine de soudage robotisee,776,68,91.24
2025-04-25,Robot assemblage,773,48,93.79
2025-04-25,Machine de moulage par injection,844,40,95.26
2025-04-25,Machine extrusion,818,27,96.7
2025-04-25,Machine de pliage,804,22,97.26
2025-04-25,Machine de polissage,905,24,97.35
2025-04-25,Machine de peinture industrielle,890,65,92.7
2025-04-25,Machine emballage,994,75,92.45
2025-04-25,Etiqueteuse automatique,1017,80,92.13
2025-04-25,Convoyeur industriel,1060,70,93.4
2025-04-25,Machine de controle qualite par vision,1136,51,95.51
2025-04-25,Machine de palettisation automatique,1121,36,96.79
2025-04-26,Machine CNC,782,64,91.82
2025-04-26,Tour industriel,789,54,93.16
2025-04-26,Fraiseuse industrielle,791,35,95.58
2025-04-26,Perceuse a colonne,810,31,96.17
2025-04-26,Presse hydraulique,779,25,96.79
2025-04-26,Presse mecanique,774,28,96.38
2025-04-26,Machine de decoupe laser,815,36,95.58
2025-04-26,Machine de decoupe plasma,780,63,91.92
2025-04-26,Machine de soudage robotisee,740,58,92.16
2025-04-26,Robot assemblage,838,62,92.6
2025-04-26,Machine de moulage par injection,808,39,95.17
2025-04-26,Machine extrusion,884,36,95.93
2025-04-26,Machine de pliage,853,22,97.42
2025-04-26,Machine de polissage,888,12,98.65
2025-04-26,Machine de peinture industrielle,950,68,92.84
2025-04-26,Machine emballage,1003,70,93.02
2025-04-26,Etiqueteuse automatique,1047,72,93.12
2025-04-26,Convoyeur industriel,1047,60,94.27
2025-04-26,Machine de controle qualite par vision,1101,52,95.28
2025-04-26,Machine de palettisation automatique,1126,32,97.16
2025-04-27,Machine CNC,778,68,91.26
2025-04-27,Tour industriel,770,52,93.25
2025-04-27,Fraiseuse industrielle,774,34,95.61
2025-04-27,Perceuse a colonne,741,23,96.9
2025-04-27,Presse hydraulique,724,32,95.58
2025-04-27,Presse mecanique,765,27,96.47
2025-04-27,Machine de decoupe laser,763,25,96.72
2025-04-27,Machine de decoupe plasma,829,75,90.95
2025-04-27,Machine de soudage robotisee,813,61,92.5
2025-04-27,Robot assemblage,863,55,93.63
2025-04-27,Machine de moulage par injection,897,45,94.98
2025-04-27,Machine extrusion,900,36,96.0
2025-04-27,Machine de pliage,943,23,97.56
2025-04-27,Machine de polissage,949,24,97.47
2025-04-27,Machine de peinture industrielle,1013,85,91.61
2025-04-27,Machine emballage,988,82,91.7
2025-04-27,Etiqueteuse automatique,1063,73,93.13
2025-04-27,Convoyeur industriel,1014,65,93.59
2025-04-27,Machine de controle qualite par vision,1084,59,94.56
2025-04-27,Machine de palettisation automatique,1080,39,96.39
2025-04-28,Machine CNC,733,59,91.95
2025-04-28,Tour industriel,713,46,93.55
2025-04-28,Fraiseuse industrielle,744,32,95.7
2025-04-28,Perceuse a colonne,721,32,95.56
2025-04-28,Presse hydraulique,792,32,95.96
2025-04-28,Presse mecanique,810,35,95.68
2025-04-28,Machine de decoupe laser,849,33,96.11
2025-04-28,Machine de decoupe plasma,809,71,91.22
2025-04-28,Machine de soudage robotisee,867,63,92.73
2025-04-28,Robot assemblage,888,51,94.26
2025-04-28,Machine de moulage par injection,874,36,95.88
2025-04-28,Machine extrusion,913,31,96.6
2025-04-28,Machine de pliage,905,22,97.57
2025-04-28,Machine de polissage,953,21,97.8
2025-04-28,Machine de peinture industrielle,963,73,92.42
2025-04-28,Machine emballage,1008,83,91.77
